atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
1992;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HCB;kg;0.00
1992;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HCB;kg;0.01
1992;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HCB;kg;0.03
1992;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HCB;kg;0.00
1992;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0.00
1992;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HCB;kg;0.00
1992;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HCB;kg;0.00
1992;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HCB;kg;0.00
1992;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HCB;kg;0.06
1992;Contaminantes orgánicos persistentes;10,0;Agricultura;HCB;kg;0.55
1992;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HCB;kg;0.00
1992;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;DIOX;g;0.00
1992;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;DIOX;g;6.12
1992;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;DIOX;g;0.84
1992;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;DIOX;g;1.80
1992;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0.00
1992;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;DIOX;g;0.00
1992;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;DIOX;g;0.78
1992;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;DIOX;g;0.00
1992;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;DIOX;g;4.52
1992;Contaminantes orgánicos persistentes;10,0;Agricultura;DIOX;g;0.05
1992;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
1992;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(a);kg;0.00
1992;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(a);kg;3041.95
1992;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(a);kg;87.11
1992;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(a);kg;0.00
1992;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(a);kg;0.00
1992;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(a);kg;0.34
1992;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(a);kg;19.68
1992;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(a);kg;1.60
1992;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(a);kg;0.16
1992;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(a);kg;277.83
1992;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(a);kg;0.00
1992;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(b);kg;0.00
1992;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(b);kg;2834.33
1992;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(b);kg;130.27
1992;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(b);kg;0.00
1992;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(b);kg;0.00
1992;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(b);kg;0.14
1992;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(b);kg;35.52
1992;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(b);kg;2.68
1992;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(b);kg;0.29
1992;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(b);kg;228.30
1992;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(b);kg;0.00
1992;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(k);kg;0.00
1992;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(k);kg;1136.31
1992;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(k);kg;56.84
1992;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(k);kg;0.00
1992;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(k);kg;0.00
1992;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(k);kg;0.14
1992;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(k);kg;22.86
1992;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(k);kg;1.83
1992;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(k);kg;0.66
1992;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(k);kg;109.09
1992;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(k);kg;0.00
1992;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;INDENO;kg;0.00
1992;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;INDENO;kg;1042.04
1992;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;INDENO;kg;43.17
1992;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;INDENO;kg;0.00
1992;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0.00
1992;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;INDENO;kg;0.14
1992;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;INDENO;kg;30.53
1992;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;INDENO;kg;3.46
1992;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;INDENO;kg;0.00
1992;Contaminantes orgánicos persistentes;10,0;Agricultura;INDENO;kg;104.66
1992;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);INDENO;kg;0.00
1992;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HAP;kg;0.00
1992;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HAP;kg;8054.62
1992;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HAP;kg;317.39
1992;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HAP;kg;267.56
1992;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
1992;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HAP;kg;0.77
1992;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HAP;kg;108.59
1992;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HAP;kg;9.56
1992;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HAP;kg;1.11
1992;Contaminantes orgánicos persistentes;10,0;Agricultura;HAP;kg;719.88
1992;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HAP;kg;0.00
1992;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;PCB;kg;0.00
1992;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;PCB;kg;1.96
1992;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;PCB;kg;0.71
1992;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;PCB;kg;1.39
1992;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0.00
1992;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;PCB;kg;253.26
1992;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;PCB;kg;0.20
1992;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;PCB;kg;0.00
1992;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;PCB;kg;0.02
1992;Contaminantes orgánicos persistentes;10,0;Agricultura;PCB;kg;0.00
1992;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);PCB;kg;0.00
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SOx;t;0.01
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SOx;t;11208.80
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SOx;t;22055.77
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SOx;t;89.00
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SOx;t;0.74
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SOx;t;6975.23
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SOx;t;1077.41
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SOx;t;7.55
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SOx;t;32.63
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SOx;t;55.26
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NOx;t;61.55
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NOx;t;4863.77
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NOx;t;9911.39
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NOx;t;72.83
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NOx;t;4.62
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NOx;t;60922.16
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NOx;t;15274.52
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NOx;t;165.16
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NOx;t;1200.55
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NOx;t;275.93
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;COVNM;t;0.06
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;COVNM;t;2052.91
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;COVNM;t;1946.61
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;COVNM;t;760.18
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;3386.87
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;COVNM;t;47896.88
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;COVNM;t;48758.57
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;COVNM;t;650.70
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;COVNM;t;534.16
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;COVNM;t;1511.29
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);COVNM;t;727.22
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CH4;t;0.66
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CH4;t;3354.76
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CH4;t;488.24
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CH4;t;0.00
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;290.88
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CH4;t;0.00
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CH4;t;2167.24
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CH4;t;28.77
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CH4;t;67820.52
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CH4;t;8951.49
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CH4;t;145.64
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO;t;113.12
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO;t;47194.82
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO;t;8939.11
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO;t;952.49
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0.00
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO;t;141.34
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO;t;360537.90
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO;t;4914.25
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO;t;2003.13
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO;t;7341.74
1991;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO;t;7860.94
